transaction_date,disclosure_date,ticker,asset_description,type,amount,senator,party,state,industry,sector
06/24/2020,07/02/2020,COUP,Coupa Software Incorporated,purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/24/2020,07/02/2020,DIS,The Walt Disney Company,purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Services-Misc. Amusement & Recreation,Consumer Services
06/24/2020,07/02/2020,FB,"Facebook, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
06/24/2020,07/02/2020,GOOG,Alphabet Inc.,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
06/24/2020,07/02/2020,IRBT,iRobot Corporation,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,,
06/24/2020,07/02/2020,MSFT,Microsoft Corporation,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/24/2020,07/02/2020,NVDA,NVIDIA Corporation,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Semiconductors,Technology
06/24/2020,07/02/2020,PYPL,"PayPal Holdings, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Business Services,Miscellaneous
06/23/2020,07/02/2020,AAPL,Apple Inc.,purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Computer Manufacturing,Technology
06/23/2020,07/02/2020,AMAT,"Applied Materials, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Semiconductors,Technology
06/23/2020,07/02/2020,AVGO,Broadcom Inc.,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Semiconductors,Technology
06/23/2020,07/02/2020,COUP,Coupa Software Incorporated,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/23/2020,07/02/2020,MMM,3M Company,purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Medical/Dental Instruments,Health Care
06/23/2020,07/02/2020,MSFT,Microsoft Corporation,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/17/2020,07/02/2020,AMAT,"Applied Materials, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Semiconductors,Technology
06/17/2020,07/02/2020,COUP,Coupa Software Incorporated,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/17/2020,07/02/2020,INTC,Intel Corporation,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Semiconductors,Technology
06/17/2020,07/02/2020,KLAC,KLA Corporation,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Electronic Components,Capital Goods
06/17/2020,07/02/2020,MSFT,Microsoft Corporation,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/03/2020,07/02/2020,NFLX,"Netflix, Inc.",purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Consumer Electronics/Video Chains,Consumer Services
06/04/2020,07/02/2020,VMC,Vulcan Materials Company,purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
06/04/2020,07/02/2020,STZ,"Constellation Brands, Inc.",purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Beverages (Production/Distribution),Consumer Non-Durables
06/04/2020,07/02/2020,RDS-B,Royal Dutch Shell plc,sale_full,"$1,001 - $15,000",Ron Wyden,Democrat,OR,,
06/04/2020,07/02/2020,PYPL,"PayPal Holdings, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Business Services,Miscellaneous
06/04/2020,07/02/2020,MAR,"Marriott International, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Hotels/Resorts,Consumer Services
06/04/2020,07/02/2020,KLAC,KLA Corporation,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Electronic Components,Capital Goods
06/04/2020,07/02/2020,FB,"Facebook, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
06/04/2020,07/02/2020,AVGO,Broadcom Inc.,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Semiconductors,Technology
06/05/2020,07/02/2020,VMC,Vulcan Materials Company,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
06/05/2020,07/02/2020,TRIP,"TripAdvisor, Inc.",purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
06/05/2020,07/02/2020,MAR,"Marriott International, Inc.",purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Hotels/Resorts,Consumer Services
06/05/2020,07/02/2020,GOOG,Alphabet Inc.,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
06/05/2020,07/02/2020,FB,"Facebook, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
06/05/2020,07/02/2020,CAT,Caterpillar Inc.,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Construction/Ag Equipment/Trucks,Capital Goods
06/05/2020,07/02/2020,AMZN,"Amazon.com, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Catalog/Specialty Distribution,Consumer Services
06/05/2020,07/02/2020,AMAT,"Applied Materials, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Semiconductors,Technology
06/12/2020,07/02/2020,NVDA,NVIDIA Corporation,purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Semiconductors,Technology
06/12/2020,07/02/2020,DIS,The Walt Disney Company,purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Services-Misc. Amusement & Recreation,Consumer Services
06/12/2020,07/02/2020,DIS,The Walt Disney Company,purchase,"$1,001 - $15,000",Ron Wyden,Democrat,OR,Services-Misc. Amusement & Recreation,Consumer Services
06/12/2020,07/02/2020,DIS,The Walt Disney Company,purchase,"$1,001 - $15,000",Ron Wyden,Democrat,OR,Services-Misc. Amusement & Recreation,Consumer Services
06/12/2020,07/02/2020,DIS,The Walt Disney Company,purchase,"$1,001 - $15,000",Ron Wyden,Democrat,OR,Services-Misc. Amusement & Recreation,Consumer Services
06/02/2020,07/02/2020,AMZN,"Amazon.com, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Catalog/Specialty Distribution,Consumer Services
06/02/2020,07/02/2020,BERY,"Berry Global Group, Inc.",purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Plastic Products,Consumer Non-Durables
07/01/2020,07/01/2020,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Blumenthal,,,,
07/01/2020,07/01/2020,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Thomas R. Carper,,,,
05/18/2020,06/15/2020,RPM,RPM International Inc.,sale_partial,"$50,001 - $100,000",Dan Sullivan,Republican,AK,Paints/Coatings,Basic Industries
06/12/2020,06/12/2020,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Rick Scott,,,,
06/09/2020,06/09/2020,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Mark R. Warner,,,,
05/28/2020,06/01/2020,XCAPX,ACAP Strategic Fund,purchase,"$15,001 - $50,000",Thomas R. Carper,Democrat,DE,,
05/21/2020,06/01/2020,PRJAX,PGIM Jennison Global Opportunities Fund-Class A,sale_full,"$15,001 - $50,000",Thomas R. Carper,Democrat,DE,,
05/27/2020,06/01/2020,TRIP,"TripAdvisor, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
05/27/2020,06/01/2020,MAR,"Marriott International, Inc.",purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Hotels/Resorts,Consumer Services
05/27/2020,06/01/2020,VAC,Marriott Vacations Worldwide Corporation,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Real Estate,Finance
05/26/2020,06/01/2020,NVDA,NVIDIA Corporation,purchase,"$100,001 - $250,000",Ron Wyden,Democrat,OR,Semiconductors,Technology
05/26/2020,06/01/2020,VAC,Marriott Vacations Worldwide Corporation,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Real Estate,Finance
05/21/2020,06/01/2020,GOOG,Alphabet Inc.,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
05/20/2020,06/01/2020,PYPL,"PayPal Holdings, Inc.",purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Business Services,Miscellaneous
05/20/2020,06/01/2020,FB,"Facebook, Inc.",purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
05/11/2020,06/01/2020,UBER,"Uber Technologies, Inc.",sale_full,"$15,001 - $50,000",Ron Wyden,Democrat,OR,,
05/08/2020,06/01/2020,UBER,"Uber Technologies, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,,
05/01/2020,06/01/2020,AMZN,"Amazon.com, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Catalog/Specialty Distribution,Consumer Services
05/05/2020,06/01/2020,QSR,Restaurant Brands International Inc.,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Restaurants,Consumer Services
05/05/2020,06/01/2020,MCD,McDonald's Corporation,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Restaurants,Consumer Services
05/05/2020,06/01/2020,DPZ,"Domino's Pizza, Inc.",purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Food Distributors,Consumer Non-Durables
05/05/2020,06/01/2020,BYND,"Beyond Meat, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Packaged Foods,Consumer Non-Durables
05/07/2020,06/01/2020,STZ,"Constellation Brands, Inc.",purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Beverages (Production/Distribution),Consumer Non-Durables
05/07/2020,06/01/2020,MTCH,"Match Group, Inc.",purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
05/07/2020,06/01/2020,BLL,Ball Corporation,purchase,"$50,001 - $100,000",Ron Wyden,Democrat,OR,Containers/Packaging,Consumer Durables
05/07/2020,06/01/2020,BRY,Berry Corporation,purchase,"$15,001 - $50,000",Ron Wyden,Democrat,OR,Oil & Gas Production,Energy
05/07/2020,06/01/2020,GE,General Electric Company,sale_full,"$1,001 - $15,000",Ron Wyden,Democrat,OR,Consumer Electronics/Appliances,Energy
05/31/2020,05/31/2020,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Tina Smith,,,,
05/20/2020,05/22/2020,ICE,"Intercontinental Exchange, Inc.",purchase,"$1,000,001 - $5,000,000",Kelly Loeffler,Republican,GA,Investment Bankers/Brokers/Service,Finance
05/20/2020,05/22/2020,ICE,"Intercontinental Exchange, Inc.",sale_partial,"$5,000,001 - $25,000,000",Kelly Loeffler,Republican,GA,Investment Bankers/Brokers/Service,Finance
05/20/2020,05/22/2020,ICE,"Intercontinental Exchange, Inc.",sale_partial,"$1,000,001 - $5,000,000",Kelly Loeffler,Republican,GA,Investment Bankers/Brokers/Service,Finance
04/07/2020,05/14/2020,RTN,United Technologies Corp. (Exchanged) <br> Raytheon Company (Received),Exchange,"$15,001 - $50,000",Shelley Moore Capito,Republican,WV,,
05/11/2020,05/11/2020,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,John Boozman,,,,
05/11/2020,05/11/2020,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Mark R. Warner,,,,
04/13/2020,05/08/2020,V,Visa Inc.,sale_partial,"$50,001 - $100,000",James M. Inhofe,Republican,OK,Business Services,Miscellaneous
04/13/2020,05/08/2020,MSFT,Microsoft Corporation,sale_partial,"$50,001 - $100,000",James M. Inhofe,Republican,OK,Computer Software: Prepackaged Software,Technology
04/16/2020,05/08/2020,DOW,Dow Inc.,sale_full,"$1,001 - $15,000",David Perdue,Republican,GA,,
04/16/2020,05/08/2020,EEM,"iShares MSCI Emerging Markets ETF <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",sale_full,"$1,001 - $15,000",David Perdue,Republican,GA,,
04/16/2020,05/08/2020,IDV,"iShares International Select Dividend ETF <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",sale_full,"$1,001 - $15,000",David Perdue,Republican,GA,,
04/14/2020,05/08/2020,DD,"DuPont de Nemours, Inc.",sale_full,"$50,001 - $100,000",David Perdue,Republican,GA,,
04/14/2020,05/08/2020,BRK-B,Berkshire Hathaway Inc.,sale_full,"$100,001 - $250,000",David Perdue,Republican,GA,,
04/14/2020,05/08/2020,BAC,Bank of America Corporation,sale_full,"$50,001 - $100,000",David Perdue,Republican,GA,Major Banks,Finance
04/14/2020,05/08/2020,AAPL,Apple Inc.,sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,Computer Manufacturing,Technology
04/03/2020,05/08/2020,PFE,Pfizer Inc.,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
04/06/2020,05/08/2020,LYV,"Live Nation Entertainment, Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
04/03/2020,05/08/2020,LYV,"Live Nation Entertainment, Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
04/01/2020,05/08/2020,MU,"Micron Technology, Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Semiconductors,Technology
04/01/2020,05/08/2020,MU,"Micron Technology, Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Semiconductors,Technology
04/16/2020,05/08/2020,IWM,"iShares Russell 2000 ETF <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",purchase,"$50,001 - $100,000",David Perdue,Republican,GA,,
04/14/2020,05/08/2020,DIS,The Walt Disney Company,sale_partial,"$100,001 - $250,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
04/14/2020,05/08/2020,MU,"Micron Technology, Inc.",sale_partial,"$50,001 - $100,000",David Perdue,Republican,GA,Semiconductors,Technology
04/14/2020,05/08/2020,MRK,"Merck &amp; Co., Inc.",sale_partial,"$50,001 - $100,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
04/06/2020,05/08/2020,MRK,"Merck &amp; Co., Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
04/03/2020,05/08/2020,MRK,"Merck &amp; Co., Inc.",sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
04/14/2020,05/08/2020,LGF-B,Lions Gate Entertainment Corp.,sale_full,"$50,001 - $100,000",David Perdue,Republican,GA,,
04/14/2020,05/08/2020,GPK,Graphic Packaging Holding Company,sale_partial,"$100,001 - $250,000",David Perdue,Republican,GA,Containers/Packaging,Consumer Durables
04/14/2020,05/08/2020,FDX,FedEx Corporation,sale_full,"$100,001 - $250,000",David Perdue,Republican,GA,Air Freight/Delivery Services,Transportation
04/14/2020,05/08/2020,DVN,Devon Energy Corporation,sale_full,"$15,001 - $50,000",David Perdue,Republican,GA,Oil & Gas Production,Energy
04/14/2020,05/08/2020,DAL,"Delta Air Lines, Inc.",sale_full,"$1,001 - $15,000",David Perdue,Republican,GA,Air Freight/Delivery Services,Transportation
04/14/2020,05/08/2020,ALB,Albemarle Corporation,sale_full,"$50,001 - $100,000",David Perdue,Republican,GA,Major Chemicals,Basic Industries
04/14/2020,05/08/2020,HBI,Hanesbrands Inc.,sale_full,"$100,001 - $250,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
04/14/2020,05/08/2020,URBN,"Urban Outfitters, Inc.",sale_full,"$100,001 - $250,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary
04/14/2020,05/08/2020,AXTA,Axalta Coating Systems Ltd.,sale_full,"$100,001 - $250,000",David Perdue,Republican,GA,Paints/Coatings,Basic Industries
04/14/2020,05/08/2020,FEYE,"FireEye, Inc.",sale_full,"$100,001 - $250,000",David Perdue,Republican,GA,Computer peripheral equipment,Technology
04/14/2020,05/08/2020,SBUX,Starbucks Corporation,sale_full,"$15,001 - $50,000",David Perdue,Republican,GA,Restaurants,Consumer Services
04/03/2020,05/08/2020,SBUX,Starbucks Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Restaurants,Consumer Services
04/14/2020,05/08/2020,VIAC,ViacomCBS Inc.,sale_full,"$50,001 - $100,000",David Perdue,Republican,GA,Broadcasting,Consumer Services
04/14/2020,05/08/2020,RF,Regions Financial Corporation,sale_full,"$50,001 - $100,000",David Perdue,Republican,GA,Major Banks,Finance
04/14/2020,05/08/2020,WPX,"WPX Energy, Inc.",sale_full,"$15,001 - $50,000",David Perdue,Republican,GA,,
04/14/2020,05/08/2020,PFE,Pfizer Inc.,sale_full,"$100,001 - $250,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
04/14/2020,05/08/2020,LYV,"Live Nation Entertainment, Inc.",sale_full,"$15,001 - $50,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
04/14/2020,05/08/2020,GM,General Motors Company,sale_full,"$100,001 - $250,000",David Perdue,Republican,GA,Auto Manufacturing,Capital Goods
04/14/2020,05/08/2020,GLW,Corning Incorporated,sale_full,"$100,001 - $250,000",David Perdue,Republican,GA,Telecommunications Equipment,Basic Industries
04/16/2020,05/08/2020,SPY,"SPDR S&amp;P 500 ETF Trust <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",purchase,"$100,001 - $250,000",David Perdue,Republican,GA,,
04/16/2020,05/08/2020,VEA,"Vanguard FTSE Developed Markets Index Fund ETF Sha <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",purchase,"$50,001 - $100,000",David Perdue,Republican,GA,,
04/16/2020,05/08/2020,VOO,"Vanguard S&amp;P 500 ETF <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",purchase,"$100,001 - $250,000",David Perdue,Republican,GA,,
04/16/2020,05/08/2020,CAIFX,American Funds Capital Income Builder Class F-2,sale_full,"$1,001 - $15,000",David Perdue,Republican,GA,,
04/16/2020,05/08/2020,FRIAX,Franklin Income Fund Advisor Class,sale_full,"$15,001 - $50,000",David Perdue,Republican,GA,,
04/16/2020,05/08/2020,AMLP,"Alerian MLP ETF <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",purchase,"$250,001 - $500,000",David Perdue,Republican,GA,,
04/15/2020,05/08/2020,SPY,"SPDR S&amp;P 500 ETF Trust <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",purchase,"$1,000,001 - $5,000,000",David Perdue,Republican,GA,,
04/15/2020,05/08/2020,SPY,"SPDR S&amp;P 500 ETF Trust <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",purchase,"$500,001 - $1,000,000",David Perdue,Republican,GA,,
04/07/2020,05/08/2020,PBA,Pembina Pipeline Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Oil & Gas Production,Energy
04/06/2020,05/08/2020,ENB,Enbridge Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Natural Gas Distribution,Energy
04/06/2020,05/08/2020,TRP,TC Energy Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Natural Gas Distribution,Public Utilities
04/03/2020,05/08/2020,ORCL,Oracle Corporation,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Computer Software: Prepackaged Software,Technology
04/07/2020,05/08/2020,CEQP,Crestwood Equity Partners LP,sale_full,"$1,001 - $15,000",David Perdue,Republican,GA,Oil & Gas Production,Public Utilities
04/09/2020,05/08/2020,ORCL,Oracle Corporation,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Computer Software: Prepackaged Software,Technology
04/13/2020,05/08/2020,EQM,"EQM Midstream Partners, LP",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,,
04/14/2020,05/08/2020,PEP,"PepsiCo, Inc.",sale_full,"$50,001 - $100,000",David Perdue,Republican,GA,Beverages (Production/Distribution),Consumer Non-Durables
04/14/2020,05/08/2020,NWSA,News Corporation,sale_full,"$15,001 - $50,000",David Perdue,Republican,GA,Newspapers/Magazines,Consumer Services
04/14/2020,05/08/2020,ORCL,Oracle Corporation,sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,Computer Software: Prepackaged Software,Technology
04/14/2020,05/08/2020,CVX,Chevron Corporation,sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,Integrated oil Companies,Energy
04/14/2020,05/08/2020,NKE,"NIKE, Inc.",sale_full,"$15,001 - $50,000",David Perdue,Republican,GA,Shoe Manufacturing,Consumer Non-Durables
04/14/2020,05/08/2020,WFC,Wells Fargo &amp; Company,sale_full,"$15,001 - $50,000",David Perdue,Republican,GA,Major Banks,Finance
